PREDICTED_DEFAULT,PROBABILITY_DEFAULT
0,0.317589916
1,0.660970069
1,0.770971542
0,0.202948214
0,0.452796941
0,0.237219733
0,0.42542441
1,0.835664061
1,0.564456867
0,0.336114895
0,0.239710482
0,0.446178901
1,0.719160178
0,0.491024641
1,0.514890461
1,0.846908496
1,0.714330545
1,0.792271912
0,0.455237868
0,0.16202597
1,0.626825359
1,0.806722139
1,0.528514246
1,0.515580421
1,0.503506753
0,0.288925655
0,0.303381536
1,0.648975168
0,0.417716794
0,0.41487136
0,0.403630682
0,0.316563472
1,0.606880221
1,0.827637185
0,0.30197357
1,0.617624482
0,0.360009178
0,0.28978816
1,0.583076701
1,0.651591911
0,0.36978109
0,0.190189978
1,0.816822921
1,0.778241141
0,0.338183509
0,0.374154114
0,0.193211027
0,0.161903556
1,0.707457589
1,0.610846118
0,0.374724135
0,0.455390418
0,0.333795582
0,0.279144332
1,0.5220745
1,0.604401047
1,0.725974076
0,0.28580661
0,0.338557669
1,0.593881018
0,0.324905738
0,0.323016574
0,0.131007155
1,0.836801032
0,0.4750932
1,0.812625274
1,0.734182283
0,0.463637589
0,0.322172946
0,0.421347884
0,0.384478269
1,0.706458181
0,0.309596095
0,0.431819893
1,0.719353861
0,0.339999399
1,0.682019225
0,0.499916031
0,0.385649065
0,0.428776264
1,0.549367962
1,0.639756287
0,0.403846144
1,0.776056282
0,0.469334727
1,0.64785828
0,0.49390731
1,0.705924753
1,0.542346679
1,0.768815478
0,0.417665184
1,0.654952793
0,0.230099185
0,0.156644462
0,0.376482752
1,0.799226264
1,0.808853889
1,0.843846939
0,0.425323722
0,0.41214149
1,0.564611714
1,0.849393883
0,0.317232858
0,0.454697219
0,0.209999952
1,0.556182877
0,0.418252319
0,0.340925119
1,0.675775956
1,0.558639848
0,0.162751427
1,0.771767632
1,0.737352409
0,0.295222835
1,0.654742486
1,0.674549048
1,0.537833955
1,0.796520711
0,0.387408818
1,0.74612425
1,0.541075916
0,0.191238426
0,0.287439562
1,0.88161751
0,0.237838855
0,0.409103874
0,0.207433506
0,0.464407643
1,0.52632029
1,0.600062709
0,0.478953906
0,0.409096585
1,0.755132609
1,0.576825725
0,0.263759767
1,0.524069995
1,0.700720438
1,0.508897617
0,0.319933415
1,0.868041595
1,0.631289692
0,0.225191252
0,0.209150074
0,0.361321248
1,0.52632273
0,0.345443822
0,0.324491383
1,0.62008506
1,0.549323148
0,0.383687114
0,0.378991966
1,0.725245432
1,0.680012003
1,0.647499742
1,0.598849469
1,0.641448378
1,0.748202208
1,0.500617349
1,0.751509211
1,0.711194515
1,0.872845166
0,0.30979106
1,0.803741186
1,0.846300041
1,0.818472691
0,0.372310815
0,0.464375415
1,0.657095747
1,0.680376623
0,0.375188135
1,0.667160428
0,0.361817823
1,0.534007352
0,0.340601218
1,0.738047789
1,0.798416922
0,0.287562971
1,0.593959759
1,0.794948646
1,0.636987714
0,0.419982177
1,0.590189308
0,0.39856504
0,0.319402873
1,0.605875728
0,0.279807629
0,0.189444947
1,0.532013188
1,0.643700983
0,0.412313173
1,0.692168638
1,0.826781306
0,0.208477872
1,0.504692647
0,0.413457523
0,0.174220552
1,0.799032751
1,0.88711913
1,0.716778814
1,0.725156951
1,0.511750798
0,0.268699459
1,0.830013025
0,0.317887286
1,0.5385824
1,0.711336064
0,0.259915672
0,0.152478184
1,0.678458023
1,0.6742656
0,0.159221872
0,0.40812154
0,0.480361766
0,0.305507194
0,0.350495314
1,0.906169112
1,0.798120385
1,0.601198253
1,0.58199524
0,0.346141557
1,0.534687485
1,0.683937655
1,0.818208256
1,0.840036388
1,0.547435172
1,0.775605214
1,0.777001958
0,0.311922196
0,0.364661181
1,0.550060632
1,0.571584947
0,0.210931987
1,0.67541008
0,0.440307932
0,0.467152244
0,0.260558869
1,0.620176979
0,0.347680582
0,0.430437382
0,0.498175791
1,0.655374523
0,0.462412759
1,0.839461895
0,0.282228082
0,0.382988275
0,0.268659025
0,0.403309863
0,0.489089848
0,0.304861163
1,0.632559419
0,0.477138478
1,0.817289709
1,0.632602235
0,0.263927072
1,0.784885471
1,0.757257889
0,0.246673941
1,0.850556411
1,0.571982038
0,0.399636215
0,0.340385957
1,0.527148249
0,0.480809907
1,0.672505882
1,0.766004013
1,0.804815394
1,0.523223803
0,0.49284225
0,0.356357864
1,0.519437073
1,0.664042368
1,0.696335919
1,0.733205058
0,0.476101389
0,0.420329207
1,0.817209219
0,0.385154889
0,0.484508493
1,0.7135129
0,0.316628048
1,0.548574915
0,0.438526179
0,0.25356654
1,0.84282072
0,0.328636761
1,0.511913237
0,0.314698287
1,0.882408693
1,0.568300965
1,0.560203409
1,0.609941585
1,0.692225671
1,0.504308857
0,0.334534264
0,0.167726265
0,0.439165153
0,0.336702923
1,0.534939733
1,0.622368077
0,0.202703578
1,0.590022848
1,0.529740533
0,0.437092
0,0.281470078
0,0.388403417
1,0.641160455
0,0.261244251
1,0.635013261
1,0.777080008
0,0.449466907
0,0.300904036
1,0.520432827
0,0.487710922
1,0.518615041
0,0.480064431
1,0.807828973
0,0.294478652
1,0.702544469
1,0.56677081
0,0.429276366
0,0.307195962
0,0.398996769
1,0.68634718
1,0.562499392
1,0.697446526
0,0.419749669
1,0.7129681
0,0.346520852
1,0.839279463
0,0.351943815
0,0.483705881
0,0.32724968
1,0.774406278
0,0.193086714
0,0.420305406
0,0.298303057
1,0.592219715
0,0.185631775
1,0.756311587
0,0.314546602
0,0.111910598
0,0.475022692
1,0.628889699
0,0.468825623
1,0.775206733
1,0.722203216
0,0.297882938
0,0.182593614
0,0.320295796
0,0.465466249
1,0.643026158
1,0.553523543
0,0.40274579
0,0.388103381
1,0.631156669
0,0.499381313
1,0.515794706
0,0.35917213
0,0.380807687
0,0.231394426
0,0.407022839
0,0.427402679
1,0.748010008
0,0.310858382
1,0.627432151
1,0.880833784
0,0.473133843
0,0.348434808
1,0.781356654
1,0.758381122
0,0.398508435
0,0.350971
0,0.321624621
1,0.529258921
0,0.472393559
1,0.692008043
1,0.658398114
0,0.39110488
1,0.539107021
0,0.386097288
0,0.39538813
1,0.778768226
1,0.799921813
0,0.199359739
1,0.78447636
0,0.496621343
1,0.882305984
1,0.615024564
1,0.576756431
1,0.702677539
1,0.789481725
0,0.329965579
0,0.247432746
0,0.403747487
0,0.39917069
1,0.501386205
0,0.326158584
0,0.333123381
1,0.538119064
0,0.213553647
1,0.843792438
1,0.535925359
1,0.62578894
0,0.234268239
0,0.341354418
1,0.566297196
1,0.840877178
0,0.206372271
1,0.844407169
1,0.773646071
0,0.288686813
1,0.687894888
0,0.340232112
0,0.41029425
0,0.308631851
1,0.820650559
1,0.795000592
1,0.742737444
0,0.43941223
0,0.317104705
1,0.727327228
0,0.199549623
1,0.52476642
0,0.170411616
0,0.449256115
0,0.412299008
1,0.692730992
1,0.590716734
1,0.549205054
0,0.463251565
0,0.408074051
0,0.190454896
0,0.246737225
1,0.585745209
0,0.263146832
1,0.633559176
1,0.561915538
0,0.319215593
0,0.461585284
1,0.681625944
1,0.75999312
1,0.617452089
1,0.594760918
0,0.468870428
0,0.244493737
1,0.717210261
1,0.602148919
1,0.598095985
0,0.386796444
0,0.162491599
1,0.890662555
0,0.327799387
1,0.645446319
1,0.647086395
0,0.114244498
0,0.452396313
0,0.242193204
1,0.732384607
0,0.37790268
1,0.79277899
0,0.48452472
1,0.545367793
1,0.543088127
1,0.587943149
0,0.302209402
0,0.34272406
0,0.273672992
1,0.520879583
1,0.668357778
0,0.491222902
0,0.328759756
0,0.303337668
1,0.764398222
1,0.711554759
1,0.783335378
0,0.496712614
0,0.319110961
0,0.437486119
0,0.385241761
0,0.455683073
0,0.196696696
0,0.450675852
1,0.631195968
0,0.257586755
1,0.658460477
1,0.67157029
0,0.384903166
0,0.423469126
1,0.611449986
0,0.464159915
0,0.309652172
1,0.562283217
1,0.677353458
1,0.619622412
0,0.30197024
1,0.573500488
1,0.619255811
1,0.664843682
1,0.515093337
0,0.293191727
1,0.655485155
0,0.272562525
1,0.585485796
0,0.31727041
1,0.845781713
0,0.310748962
1,0.557304308
0,0.492669355
0,0.403551873
0,0.159611104
1,0.653084924
1,0.536815666
0,0.263832974
1,0.821205212
1,0.649812142
0,0.408406047
1,0.776836914
1,0.745689809
0,0.259209773
1,0.800724584
0,0.380682927
1,0.516710612
0,0.238004981
1,0.662633179
0,0.461487726
0,0.405033393
0,0.427326383
1,0.812940836
1,0.654980481
1,0.760332006
0,0.301933008
1,0.706943048
0,0.174787708
1,0.747394375
0,0.349924655
0,0.412667966
0,0.409026303
1,0.628308832
0,0.325666177
0,0.211519374
1,0.580200761
1,0.538933511
0,0.240736258
1,0.597383385
0,0.159338698
1,0.818318125
0,0.347682521
1,0.854927571
1,0.819737333
1,0.529318107
0,0.329084413
0,0.354942286
0,0.354650952
0,0.459886507
0,0.395489904
0,0.360905505
1,0.817451119
0,0.479626152
0,0.344510824
1,0.70899829
0,0.123532086
1,0.527130584
0,0.418468132
1,0.609823613
0,0.473835581
0,0.309289052
1,0.573586223
0,0.299983657
1,0.641213698
0,0.346300554
0,0.305922969
1,0.54718092
1,0.503980118
1,0.578475584
1,0.715519453
0,0.248479797
1,0.552056642
0,0.40526554
0,0.362273215
1,0.709584603
1,0.664689308
1,0.803008374
0,0.254212544
0,0.170537536
1,0.870373048
1,0.568743508
1,0.851304561
1,0.601509841
1,0.609212121
1,0.544391943
1,0.788268757
1,0.524095082
0,0.178985565
1,0.658921601
1,0.558351207
1,0.580905667
0,0.452441517
1,0.652433687
0,0.238258331
1,0.547212979
1,0.751542442
1,0.716274325
0,0.319356026
1,0.545891268
0,0.099187956
1,0.684103734
1,0.810750336
1,0.782913828
1,0.578229066
0,0.09497016
0,0.409632803
1,0.507134854
1,0.777887312
1,0.636609488
1,0.556664686
0,0.284226737
1,0.68327335
1,0.61735805
0,0.419710557
1,0.551814145
1,0.732949472
1,0.50022464
0,0.441646238
0,0.481099711
0,0.459013261
1,0.715222834
1,0.645536596
1,0.615559347
1,0.703256944
1,0.587840521
1,0.777711884
0,0.386258222
1,0.773369869
1,0.503388105
0,0.349383325
1,0.55777025
1,0.861711545
1,0.642029921
1,0.767735752
0,0.354882776
1,0.542894435
1,0.735837263
1,0.54926197
0,0.448866535
0,0.287655626
0,0.437525849
0,0.239159538
1,0.701754647
1,0.517526255
1,0.620187864
1,0.825647098
1,0.781037121
0,0.405614281
1,0.63554911
0,0.497844404
0,0.361618606
1,0.70362758
0,0.157916315
0,0.307726163
1,0.674629643
1,0.801262031
0,0.476012045
0,0.310163193
0,0.356993367
1,0.751696731
1,0.567317114
1,0.50750644
0,0.4306639
1,0.54964998
1,0.892282584
0,0.457911322
1,0.514542762
1,0.658881098
0,0.358847515
0,0.377129225
0,0.259405542
0,0.319676139
1,0.733404361
0,0.453802185
0,0.308184721
0,0.302294916
0,0.210521615
1,0.687364751
1,0.664174559
0,0.288467634
1,0.650234783
1,0.80799127
1,0.556279383
0,0.396526551
1,0.699527269
1,0.854853953
1,0.760297425
0,0.342040481
1,0.670083666
0,0.189167125
0,0.233306116
0,0.299267125
1,0.776644652
0,0.481325302
0,0.420189442
0,0.344830321
0,0.291514363
1,0.561190547
0,0.463641214
0,0.283969292
0,0.26543352
1,0.58099692
1,0.721000179
0,0.459119141
0,0.35773644
0,0.413321789
1,0.550191853
1,0.704415486
0,0.450103049
0,0.422905752
0,0.194015972
1,0.59963929
1,0.639860146
1,0.852542114
1,0.72403091
1,0.856941224
0,0.203490552
1,0.516660308
0,0.164686867
0,0.307343024
1,0.700034204
1,0.539148717
1,0.570430739
1,0.733044568
0,0.347463269
1,0.708697275
0,0.255694747
1,0.686712145
0,0.40163035
1,0.58962831
1,0.767329477
1,0.635340059
1,0.809384201
1,0.857276885
0,0.186203855
1,0.643416148
0,0.421560499
1,0.863554936
0,0.404696228
1,0.569699334
1,0.571584547
0,0.219616942
1,0.853112562
1,0.679688567
0,0.241683859
1,0.771815981
1,0.575003789
0,0.499344103
0,0.26033376
1,0.691372531
1,0.736804974
0,0.437890442
0,0.419052781
0,0.186034912
0,0.382593027
1,0.643859598
0,0.209770492
1,0.844300394
0,0.197095092
1,0.625231563
1,0.807871414
0,0.44326461
1,0.757967326
0,0.409272304
1,0.696700601
0,0.463311581
0,0.256697789
1,0.871372155
1,0.632605947
1,0.58333821
1,0.584499027
1,0.745517037
1,0.748805835
1,0.622055484
1,0.573588306
0,0.454732025
0,0.488108302
0,0.391752371
1,0.519226599
0,0.123205413
1,0.687181559
1,0.654490729
0,0.4377346
0,0.322136952
1,0.638754235
0,0.422464358
1,0.862723935
1,0.546003405
1,0.531349658
1,0.8175894
0,0.144626269
0,0.411069432
0,0.224146861
0,0.230214037
1,0.525260647
1,0.706748963
1,0.84641702
0,0.286850281
0,0.288947509
1,0.513633774
0,0.249749806
1,0.652855125
0,0.198590912
0,0.420486757
1,0.765275619
1,0.522189279
1,0.795343361
0,0.422909901
0,0.415814225
1,0.597482475
1,0.779165565
0,0.322101791
0,0.29659065
0,0.371937854
1,0.841141848
1,0.69112507
0,0.380741754
0,0.329077349
0,0.248692993
1,0.747930935
0,0.459143362
1,0.537129073
1,0.599970446
1,0.681814391
0,0.355282417
1,0.835152238
1,0.825330236
0,0.204655077
1,0.656371825
1,0.72962513
0,0.382620932
0,0.299557237
0,0.469641981
0,0.413709811
1,0.550017208
1,0.840574613
1,0.822133638
0,0.495756151
0,0.486888946
0,0.320103594
0,0.431847527
0,0.487030618
1,0.728022639
1,0.53408336
1,0.718401013
1,0.570082263
0,0.329829681
0,0.099638812
1,0.579132523
0,0.495530662
1,0.811989637
0,0.451123968
0,0.361788742
0,0.444367024
0,0.219058392
0,0.405772588
0,0.187345684
1,0.729236627
0,0.446016419
1,0.651055036
1,0.52675333
0,0.306759967
1,0.806104268
0,0.351593294
0,0.403936236
1,0.551786351
0,0.403098942
0,0.382515436
0,0.249785889
0,0.293019376
0,0.456341354
1,0.658927123
1,0.610584558
0,0.243851486
0,0.229791633
0,0.305190637
1,0.88130083
0,0.211572819
0,0.25276241
0,0.469580987
1,0.803203231
1,0.603705074
0,0.473184448
1,0.740804016
1,0.602883801
0,0.406872102
0,0.30529652
1,0.651010567
1,0.714786112
1,0.558067628
0,0.369837404
0,0.181848645
1,0.755985068
0,0.204835366
1,0.5645757
1,0.620716892
1,0.743739479
0,0.439746652
0,0.32314015
0,0.320237984
0,0.341904252
0,0.232187829
0,0.382401087
1,0.832108491
0,0.431964854
1,0.62718411
1,0.642833203
0,0.490938059
0,0.19929578
1,0.663183294
1,0.574136569
0,0.269936047
1,0.525302475
0,0.432100825
1,0.522749699
1,0.556145078
1,0.638051189
1,0.617565992
0,0.340484667
1,0.555321411
0,0.40026588
0,0.406964641
1,0.638401745
1,0.576951875
1,0.669143895
1,0.527901819
0,0.347817599
0,0.130511765
1,0.520149183
1,0.873715816
1,0.687950835
1,0.801216414
1,0.775699637
1,0.588238022
1,0.827798829
0,0.398454206
0,0.334658866
1,0.808995657
0,0.483667621
1,0.93105537
0,0.078983364
1,0.770039618
1,0.790022519
0,0.215282278
1,0.752075692
1,0.599979441
0,0.065403964
0,0.364769632
1,0.756761658
0,0.223572619
0,0.397298531
1,0.699306501
1,0.637835805
1,0.603915207
0,0.160294277
0,0.375037201
1,0.503492162
1,0.731584297
0,0.349633228
0,0.183639877
0,0.467927
1,0.770469318
0,0.244509173
1,0.791832097
0,0.402708689
0,0.353376994
1,0.694949144
0,0.366009731
0,0.335641741
1,0.717466107
0,0.421702662
0,0.467779942
1,0.563482447
1,0.70693364
1,0.716738712
1,0.569300436
0,0.331294124
0,0.211885065
0,0.403498195
1,0.688982856
1,0.683919083
0,0.117822989
1,0.613963557
0,0.082149075
1,0.808048892
0,0.390206066
1,0.650775783
1,0.836274532
1,0.624548837
1,0.662899478
0,0.42908643
1,0.582254406
0,0.203062912
0,0.174598126
0,0.403916705
1,0.534369993
0,0.200316299
1,0.52256781
0,0.492317314
0,0.197044941
0,0.452505396
0,0.395629442
1,0.79562092
0,0.350663677
1,0.606047416
0,0.351926343
1,0.734874304
0,0.358539896
0,0.434526311
0,0.457582744
0,0.304512888
1,0.7259038
1,0.660172599
1,0.71697735
1,0.799176045
0,0.153145716
1,0.857125687
1,0.732644983
0,0.484010237
0,0.379530315
1,0.716918017
0,0.316592337
0,0.34072133
1,0.78634613
1,0.690915218
0,0.415916342
0,0.288790631
0,0.315694701
1,0.741962659
1,0.548487664
0,0.165203674
0,0.432821407
0,0.179442587
1,0.643869309
0,0.460290503
1,0.786543772
0,0.269156536
1,0.685993692
1,0.541595847
0,0.390302408
0,0.354132111
1,0.511218948
0,0.289509616
1,0.779903434
1,0.625031942
0,0.417993201
0,0.230656591
1,0.523687295
1,0.876220759
1,0.822411362
1,0.535725288
1,0.643669547
0,0.452192627
0,0.155052369
0,0.427180341
1,0.763196277
0,0.386024939
1,0.787071271
1,0.56507267
1,0.540835287
1,0.835179686
1,0.520156378
0,0.264770087
0,0.296322914
0,0.155264977
1,0.614932907
1,0.590405016
0,0.407777449
0,0.279162401
0,0.494640241
1,0.667070686
1,0.595406305
0,0.46126688
1,0.691529008
1,0.870259542
0,0.414353742
1,0.828999393
1,0.722310365
0,0.192445793
0,0.18572187
0,0.211204594
0,0.38841252
0,0.427395805
0,0.265611011
1,0.578129699
0,0.465293653
0,0.240070161
0,0.379610839
0,0.17695021
0,0.382654042
1,0.784979651
0,0.350402497
0,0.323004963
1,0.533671459
1,0.724943848
0,0.463456684
0,0.318644439
0,0.327817723
1,0.679117724
0,0.122148414
0,0.25177765
1,0.526371289
0,0.370612042
1,0.72415486
0,0.390396496
0,0.411912013
1,0.773546454
1,0.811347083
0,0.437882717
1,0.811041776
0,0.48935982
1,0.566852324
0,0.214645347
0,0.473670322
0,0.401066608
0,0.389464355
1,0.708815845
1,0.555077628
1,0.8138141
1,0.824876662
1,0.808266961
1,0.77780582
0,0.261658657
0,0.221396366
1,0.72253292
1,0.678269996
1,0.783923487
0,0.463842946
0,0.474807169
1,0.838438366
0,0.338506804
1,0.572503388
1,0.735273421
1,0.520553804
1,0.628096624
1,0.67438516
1,0.653966976
0,0.269761597
0,0.37140853
1,0.835984334
0,0.325289362
1,0.581732152
1,0.694263068
0,0.197986631
0,0.440375464
1,0.737209031
0,0.498455981
0,0.390101452
0,0.278000133
0,0.459963692
0,0.446763386
0,0.333848444
1,0.553467524
0,0.271177684
1,0.736538635
1,0.527117506
0,0.371567934
1,0.513285741
1,0.500814696
0,0.261167649
1,0.764606117
0,0.444865378
1,0.529854717
1,0.809791453
1,0.619614192
0,0.200237169
1,0.542505448
1,0.5279476
1,0.535523134
0,0.385320643
0,0.281793235
0,0.275214156
0,0.490594835
1,0.823931685
1,0.503871619
0,0.267673462
0,0.204179189
0,0.282252792
0,0.303258418
1,0.859982916
1,0.886775401
1,0.721941944
1,0.641759174
1,0.823123888
0,0.293663452
1,0.852352259
1,0.747242074
0,0.420348644
0,0.439912571
1,0.529156362
1,0.750654678
0,0.338073527
1,0.683927492
0,0.354933638
1,0.703997559
1,0.799960743
1,0.824391846
1,0.559307916
0,0.228433569
0,0.281423284
1,0.753508858
0,0.152807884
1,0.678544761
1,0.763926123
0,0.360012982
0,0.331955831
1,0.880502675
0,0.469186364
0,0.192981585
1,0.685192142
1,0.688536462
0,0.35139614
0,0.406428666
0,0.377252592
0,0.269370676
0,0.360023306
1,0.63528714
1,0.828655423
1,0.636207984
0,0.33671612
1,0.568096353
1,0.828368558
0,0.188098486
0,0.388281028
1,0.620720577
0,0.314034403
0,0.185677751
0,0.167199088
1,0.557508301
0,0.175261865
1,0.564392845
0,0.346424598
1,0.747520301
1,0.750155513
1,0.572646058
1,0.609904954
1,0.565098139
1,0.782836224
1,0.602616647
0,0.201011749
1,0.537343571
1,0.596361476
0,0.371297342
1,0.711685334
0,0.27912713
1,0.90779087
0,0.285896841
0,0.163708376
1,0.589350415
0,0.244216231
0,0.285756555
1,0.779985484
0,0.178462348
1,0.806948758
1,0.847329744
0,0.41380281
1,0.828912128
1,0.536199487
1,0.741906068
0,0.399563494
0,0.380931913
1,0.810397188
0,0.352689805
1,0.808108329
0,0.429542114
0,0.188229966
0,0.252723026
1,0.646603285
1,0.552951313
0,0.260232794
1,0.731237773
1,0.756316902
0,0.169078367
1,0.711606016
1,0.816958001
0,0.199813137
1,0.73674091
0,0.277465654
0,0.482757495
0,0.221846023
0,0.219066602
1,0.738261552
1,0.758521853
1,0.531597168
0,0.388391708
1,0.573017321
0,0.447588535
0,0.448679772
0,0.430973183
0,0.117202576
1,0.533431777
0,0.415060001
1,0.714264909
1,0.645885086
0,0.390182067
0,0.275638845
0,0.181056129
0,0.200382668
1,0.621717578
1,0.809886909
0,0.3004442
0,0.395904551
0,0.25331603
0,0.169504336
0,0.482681752
1,0.572028923
0,0.288351687
0,0.23051024
0,0.229632393
1,0.761130621
1,0.640367896
0,0.439147758
1,0.828079217
0,0.128851233
0,0.416188645
0,0.285281676
1,0.504464105
1,0.578008083
1,0.800666775
1,0.727699622
0,0.350424664
0,0.351548991
0,0.381079296
0,0.360380262
1,0.683252127
0,0.199931292
1,0.699479051
0,0.361277533
0,0.367441455
0,0.350679986
0,0.338330698
0,0.486302285
1,0.642826419
1,0.568284643
1,0.546448643
1,0.590751657
1,0.831727849
1,0.846998648
0,0.309663738
0,0.478600185
1,0.574418515
0,0.463649525
1,0.503999004
0,0.222628793
0,0.103050475
1,0.545441138
0,0.29661547
0,0.429759063
1,0.726072096
0,0.288921826
0,0.457251788
0,0.342889307
0,0.256872401
1,0.525423897
1,0.656505551
1,0.764069497
0,0.441054231
0,0.476171872
1,0.781562047
0,0.29640931
1,0.502454501
0,0.239791589
0,0.396258268
1,0.688165311
1,0.562109736
0,0.424351804
0,0.389546863
1,0.536644985
0,0.254475129
1,0.652563425
0,0.286933376
1,0.536012231
0,0.38573624
1,0.539321449
0,0.402130371
1,0.723453991
1,0.797704434
1,0.687241782
0,0.231074898
1,0.592659565
1,0.701365227
1,0.559304729
0,0.486350638
0,0.150900948
1,0.511205778
1,0.577987675
1,0.664429999
1,0.69764895
0,0.208271925
0,0.454111005
0,0.298464505
